wl	n
26.60	10.422369
26.61	10.426953
26.62	10.431539
26.63	10.436126
26.64	10.440715
26.65	10.445306
26.66	10.449898
26.67	10.454492
26.68	10.459087
26.69	10.463684
26.70	10.468283
26.71	10.472884
26.72	10.477486
26.73	10.482090
26.74	10.486696
26.75	10.491304
26.76	10.495913
26.77	10.500524
26.78	10.505137
26.79	10.509751
26.80	10.514368
26.81	10.518986
26.82	10.523606
26.83	10.528228
26.84	10.532852
26.85	10.537477
26.86	10.542105
26.87	10.546734
26.88	10.551365
26.89	10.555998
26.90	10.560633
26.91	10.565270
26.92	10.569909
26.93	10.574549
26.94	10.579192
26.95	10.583837
26.96	10.588483
26.97	10.593132
26.98	10.597782
26.99	10.602435
27.00	10.607089
27.01	10.611746
27.02	10.616405
27.03	10.621065
27.04	10.625728
27.05	10.630393
27.06	10.635060
27.07	10.639729
27.08	10.644400
27.09	10.649074
27.10	10.653749
27.11	10.658427
27.12	10.663106
27.13	10.667788
27.14	10.672472
27.15	10.677159
27.16	10.681847
27.17	10.686538
27.18	10.691231
27.19	10.695926
27.20	10.700624
27.21	10.705324
27.22	10.710026
27.23	10.714730
27.24	10.719437
27.25	10.724146
27.26	10.728858
27.27	10.733572
27.28	10.738288
27.29	10.743006
27.30	10.747727
27.31	10.752451
27.32	10.757177
27.33	10.761905
27.34	10.766636
27.35	10.771369
27.36	10.776105
27.37	10.780844
27.38	10.785584
27.39	10.790328
27.40	10.795074
27.41	10.799822
27.42	10.804574
27.43	10.809327
27.44	10.814084
27.45	10.818843
27.46	10.823604
27.47	10.828369
27.48	10.833136
27.49	10.837906
27.50	10.842678
27.51	10.847453
27.52	10.852231
27.53	10.857012
27.54	10.861796
27.55	10.866582
27.56	10.871371
27.57	10.876164
27.58	10.880958
27.59	10.885756
27.60	10.890557
27.61	10.895361
27.62	10.900167
27.63	10.904977
27.64	10.909789
27.65	10.914605
27.66	10.919423
27.67	10.924245
27.68	10.929069
27.69	10.933897
27.70	10.938728
27.71	10.943562
27.72	10.948399
27.73	10.953239
27.74	10.958082
27.75	10.962929
27.76	10.967778
27.77	10.972631
27.78	10.977487
27.79	10.982347
27.80	10.987210
27.81	10.992076
27.82	10.996945
27.83	11.001818
27.84	11.006694
27.85	11.011573
27.86	11.016456
27.87	11.021343
27.88	11.026233
27.89	11.031126
27.90	11.036023
27.91	11.040923
27.92	11.045827
27.93	11.050735
27.94	11.055646
27.95	11.060560
27.96	11.065479
27.97	11.070401
27.98	11.075327
27.99	11.080256
28.00	11.085189
28.01	11.090126
28.02	11.095067
28.03	11.100012
28.04	11.104960
28.05	11.109913
28.06	11.114869
28.07	11.119829
28.08	11.124793
28.09	11.129761
28.10	11.134733
28.11	11.139710
28.12	11.144690
28.13	11.149674
28.14	11.154663
28.15	11.159655
28.16	11.164652
28.17	11.169653
28.18	11.174658
28.19	11.179667
28.20	11.184681
28.21	11.189699
28.22	11.194721
28.23	11.199748
28.24	11.204779
28.25	11.209815
28.26	11.214855
28.27	11.219899
28.28	11.224948
28.29	11.230002
28.30	11.235060
28.31	11.240123
28.32	11.245190
28.33	11.250262
28.34	11.255339
28.35	11.260421
28.36	11.265507
28.37	11.270598
28.38	11.275694
28.39	11.280795
28.40	11.285901
28.41	11.291012
28.42	11.296127
28.43	11.301248
28.44	11.306374
28.45	11.311505
28.46	11.316641
28.47	11.321782
28.48	11.326929
28.49	11.332080
28.50	11.337237
28.51	11.342400
28.52	11.347567
28.53	11.352740
28.54	11.357919
28.55	11.363103
28.56	11.368292
28.57	11.373487
28.58	11.378688
28.59	11.383894
28.60	11.389106
28.61	11.394324
28.62	11.399547
28.63	11.404776
28.64	11.410011
28.65	11.415252
28.66	11.420499
28.67	11.425752
28.68	11.431010
28.69	11.436275
28.70	11.441546
28.71	11.446823
28.72	11.452107
28.73	11.457396
28.74	11.462692
28.75	11.467994
28.76	11.473303
28.77	11.478618
28.78	11.483939
28.79	11.489267
28.80	11.494602
28.81	11.499943
28.82	11.505291
28.83	11.510646
28.84	11.516007
28.85	11.521375
28.86	11.526751
28.87	11.532133
28.88	11.537522
28.89	11.542918
28.90	11.548321
28.91	11.553732
28.92	11.559149
28.93	11.564574
28.94	11.570006
28.95	11.575446
28.96	11.580893
28.97	11.586348
28.98	11.591810
28.99	11.597280
29.00	11.602757
29.01	11.608242
29.02	11.613735
29.03	11.619236
29.04	11.624745
29.05	11.630261
29.06	11.635786
29.07	11.641319
29.08	11.646860
29.09	11.652410
29.10	11.657968
29.11	11.663534
29.12	11.669108
29.13	11.674691
29.14	11.680283
29.15	11.685883
29.16	11.691492
29.17	11.697110
29.18	11.702737
29.19	11.708373
29.20	11.714018
29.21	11.719671
29.22	11.725334
29.23	11.731007
29.24	11.736688
29.25	11.742380
29.26	11.748080
29.27	11.753790
29.28	11.759510
29.29	11.765239
29.30	11.770979
29.31	11.776728
29.32	11.782487
29.33	11.788257
29.34	11.794036
29.35	11.799826
29.36	11.805626
29.37	11.811436
29.38	11.817257
29.39	11.823089
29.40	11.828931
29.41	11.834784
29.42	11.840648
29.43	11.846523
29.44	11.852409
29.45	11.858306
29.46	11.864215
29.47	11.870135
29.48	11.876066
29.49	11.882009
29.50	11.887964
29.51	11.893930
29.52	11.899908
29.53	11.905899
29.54	11.911901
29.55	11.917916
29.56	11.923943
29.57	11.929982
29.58	11.936034
29.59	11.942099
29.60	11.948176
29.61	11.954266
29.62	11.960370
29.63	11.966486
29.64	11.972616
29.65	11.978759
29.66	11.984916
29.67	11.991086
29.68	11.997270
29.69	12.003468
29.70	12.009681
29.71	12.015907
29.72	12.022147
29.73	12.028402
29.74	12.034672
29.75	12.040956
29.76	12.047255
29.77	12.053569
29.78	12.059899
29.79	12.066243
29.80	12.072603
29.81	12.078979
29.82	12.085370
29.83	12.091778
29.84	12.098201
29.85	12.104641
29.86	12.111097
29.87	12.117569
29.88	12.124058
29.89	12.130565
29.90	12.137088
29.91	12.143628
29.92	12.150186
29.93	12.156761
29.94	12.163354
29.95	12.169965
29.96	12.176594
29.97	12.183242
29.98	12.189908
29.99	12.196592
30.00	12.203296
